0.144717,13.849659
0.139754,14.341684
0.135120,14.833709
0.129399,15.489759
0.124143,16.145809
0.119297,16.801859
0.114815,17.457909
0.110658,18.113959
0.104957,19.098059
0.099815,20.082159
0.095154,21.066259
0.090908,22.050359
0.085205,23.526534
0.080175,25.002709
0.074326,26.970959
0.069271,28.939209
0.064861,30.907459
0.059206,33.859859
0.054458,36.812259
0.050415,39.764659
0.045364,44.193284
0.040018,50.098134
0.034006,58.955434
0.029565,67.812734
0.024721,81.098709
0.020290,98.813359
0.015990,125.385359
0.009775,205.101459
0.004513,444.249859
