x,y1,y2,y3
0.145901,2.462736,0.790972
0.139657,2.474836,0.788487
0.135650,2.482886,0.786117
0.129842,2.494986,0.779792
0.124282,2.507086,0.779580
0.120716,2.515136,0.774158
0.115549,2.527236,0.772437
0.110606,2.539336,0.767718
0.105878,2.551436,0.763218
0.099160,2.569611,0.758646
0.094932,2.581711,0.751189
0.090889,2.593811,0.747602
0.085147,2.611986,0.744520
0.079781,2.630161,0.739351
0.074767,2.648336,0.731884
0.070081,2.666511,0.724284
0.064304,2.690761,0.718007
0.059027,2.715011,0.708318
0.054206,2.739261,0.704843
0.049801,2.763511,0.693134
0.045775,2.787761,0.684180
0.040372,2.824161,0.670138
0.035646,2.860561,0.663255
0.029637,2.915186,0.644026
0.024706,2.969811,0.619475
0.019465,3.042661,0.593817
0.015410,3.115511,0.554680
0.010952,3.224811,0.000750
0.004178,3.552811,0.000250
0.145901,2.462736,0.790784
0.139657,2.474836,0.787456
0.135650,2.482886,0.785334
0.129842,2.494986,0.781958
0.124282,2.507086,0.777226
0.120716,2.515136,0.774991
0.115549,2.527236,0.770753
0.110606,2.539336,0.767020
0.105878,2.551436,0.763195
0.099160,2.569611,0.755867
0.094932,2.581711,0.752948
0.090889,2.593811,0.747418
0.085147,2.611986,0.744825
0.079781,2.630161,0.735678
0.074767,2.648336,0.729635
0.070081,2.666511,0.722986
0.064304,2.690761,0.718361
0.059027,2.715011,0.712159
0.054206,2.739261,0.699720
0.049801,2.763511,0.690667
0.045775,2.787761,0.682047
0.040372,2.824161,0.677578
0.035646,2.860561,0.659279
0.029637,2.915186,0.637870
0.024706,2.969811,0.622485
0.019465,3.042661,0.599547
0.015410,3.115511,0.546287
0.010952,3.224811,0.000000
0.004178,3.552811,0.000250
0.145901,2.462736,0.791999
0.139657,2.474836,0.789667
0.135650,2.482886,0.786986
0.129842,2.494986,0.780816
0.124282,2.507086,0.777043
0.120716,2.515136,0.775025
0.115549,2.527236,0.770580
0.110606,2.539336,0.765932
0.105878,2.551436,0.761769
0.099160,2.569611,0.755793
0.094932,2.581711,0.752007
0.090889,2.593811,0.749482
0.085147,2.611986,0.743263
0.079781,2.630161,0.739531
0.074767,2.648336,0.733376
