x,y1,y2,y3
0.000000,inf,0.000110
0.020000,105.113846,0.000065
0.040000,52.556923,0.000073
0.060000,35.037949,0.000075
0.080000,26.278462,0.000068
0.100000,21.022769,0.000063
0.120000,17.518974,0.000103
0.140000,15.016264,0.000065
0.160000,13.139231,0.000088
0.180000,11.679316,0.000105
0.200000,10.511385,0.000055
0.220000,9.555804,0.000083
0.240000,8.759487,0.000073
0.260000,8.085680,0.000080
0.280000,7.508132,0.000083
0.300000,7.007590,0.000063
0.320000,6.569615,0.000088
0.340000,6.183167,0.000118
0.360000,5.839658,0.000073
0.380000,5.532308,0.000088
0.400000,5.255692,0.000060
0.420000,5.005421,0.000070
0.440000,4.777902,0.000053
0.460000,4.570167,0.000048
0.480000,4.379744,0.000073
0.500000,4.204554,0.000075
0.520000,4.042840,0.000040
0.540000,3.893105,0.000035
0.560000,3.754066,0.000023
0.580000,3.624615,0.000033
0.600000,3.503795,0.000025
0.620000,3.390769,0.000015
0.640000,3.284808,0.000028
0.660000,3.185268,0.000023
0.680000,3.091584,0.000020
0.700000,3.003253,0.000023
0.720000,2.919829,0.000010
0.740000,2.840915,0.000018
0.760000,2.766154,0.000010
0.780000,2.695227,0.679238
0.800000,2.627846,0.737658
0.820000,2.563752,0.758547
0.840000,2.502711,0.778334
0.860000,2.444508,0.796877
0.880000,2.388951,0.814203
0.900000,2.335863,0.830276
0.920000,2.285084,0.845098
0.940000,2.236465,0.858604
0.960000,2.189872,0.870740
0.980000,2.145181,0.881532
1.000000,2.102277,0.891022
1.020000,2.061056,0.899251
1.040000,2.021420,0.906311
1.060000,1.983280,0.912304
1.080000,1.946553,0.917340
1.100000,1.911161,0.921560
1.120000,1.877033,0.925032
1.140000,1.844103,0.927905
1.160000,1.812308,0.930271
1.180000,1.781591,0.932223
1.200000,1.751897,0.933822
1.220000,1.723178,0.935129
1.240000,1.695385,0.936227
1.260000,1.668474,0.937127
1.280000,1.642404,0.937886
1.300000,1.617136,0.938508
1.320000,1.592634,0.939056
1.340000,1.568863,0.939538
1.360000,1.545792,0.939967
1.380000,1.523389,0.940356
1.400000,1.501626,0.940747
1.420000,1.480477,0.941111
1.440000,1.459915,0.941488
1.460000,1.439916,0.941874
1.480000,1.420457,0.942292
1.500000,1.401518,0.942746
1.520000,1.383077,0.943223
1.540000,1.365115,0.943731
1.560000,1.347613,0.944255
1.580000,1.330555,0.944823
1.600000,1.313923,0.945401
1.620000,1.297702,0.946018
1.640000,1.281876,0.946640
1.660000,1.266432,0.947275
1.680000,1.251355,0.947935
1.700000,1.236633,0.948599
1.720000,1.222254,0.949256
1.740000,1.208205,0.949951
1.760000,1.194476,0.950619
1.780000,1.181054,0.951292
1.800000,1.167932,0.951978
1.820000,1.155097,0.952662
1.840000,1.142542,0.953337
1.860000,1.130256,0.954036
1.880000,1.118232,0.954716
1.900000,1.106462,0.955399
1.920000,1.094936,0.956076
1.940000,1.083648,0.956745
1.960000,1.072590,0.957401
1.980000,1.061756,0.958064
2.000000,1.051138,0.958695
